TASK_ID,TASK_NAME,GROUP_NAME
"01066b9a-7aa3-4f4f-8818-3a98c45ba202","325-Teegital","RetailOps-Production"
"023d0326-55c5-45c3-85c1-56485a463799","AJ1-Brown Culture","RetailOps-Production"
"047670e6-e8a4-4896-8b25-61ec92d54391","267-SAI SILK","RetailOps-Production"
"0784cc9e-6654-4520-a067-945cc04cdc24","501-NAIXA","RetailOps-Production"
"08b211fb-a246-4173-80aa-7663bfd3c637","AJ288-Purvidha","RetailOps-Production"
"0cbfdf0c-23c1-4f2a-aa92-a13d4a2df7a5","129-N.B.F FASHION","RetailOps-Production"
"0ef48610-c367-44ef-ad00-2b74d50543c2","245-CLASSY FASHION","RetailOps-Production"
"0f1792bd-ba46-4493-a217-44434dd6536d","502-KID'S-NAIXA","RetailOps-Production"
"0f5d59a7-9564-40c5-a2cd-99c1c8deb39c","295-Zaierra","RetailOps-Production"
"10a1f9f1-b9ad-45d0-83c8-f4451b7ced2b","161-BESIX","RetailOps-Production"
"13e6b619-77b6-4761-bfc9-6863b892205a","261-VIRALGIRL","RetailOps-Production"
"1536e1b6-da04-44e6-b68d-0a399ec66375","225-FUNKY RICH","RetailOps-Production"
"163ccfce-d63d-433a-9f4f-a0f015cb5dac","736-Bloo Basket","RetailOps-Production"
"166c336f-c2e4-4e84-a4bd-2ed5ac5f1c66","106-NIREN ENTERPRISE","RetailOps-Production"
"16edf64f-b12a-4a7b-b73a-86a778853b3f","AJ248-Keshav Srushti","RetailOps-Production"
"181b7283-746a-4f75-a34e-fda33bb8d6d9","509-Vivatra","RetailOps-Production"
"181ddf3f-7c6b-41bc-ad06-a141f3d1e0bd","258-Kajaru","RetailOps-Production"
"193b62dc-3df8-49f7-a371-28f81334664f","298-HOSI","RetailOps-Production"
"19eaa42d-8d50-4034-8ec4-4ec4e1fe39f4","737-EVOLLUXI","RetailOps-Production"
"1cda9c63-eeba-43ba-9dde-3840581777d5","828-Live2Better","RetailOps-Production"
"1cee0ee6-8556-4841-ad9c-049bcb85bffd","853-Yemark","RetailOps-Production"
"1d8ad1d7-791b-4aea-a615-a6ffc9b0c437","316-PANAS TRENDS","RetailOps-Production"
"1e531fc3-4b78-4591-b487-727a4a6af359","AJ263-HMP FASHION","RetailOps-Production"
"1f37f85f-56df-43fc-b9bf-e1296e0cf02c","314-DOXIC","RetailOps-Production"
"1f679d52-1fa8-4012-8471-d1ce91882265","AJ264-SNOFI CREATION","RetailOps-Production"
"2092805e-1534-4bba-a510-20aebf0e3df2","319-Yagnik Fashion","RetailOps-Production"
"21e5f32b-e759-4acd-ad4e-6f0034b9f898","164-FASHION GALLERY","RetailOps-Production"
"22b6e881-5837-4769-b91e-b2aefd7a9ff3","203-24 CARAT SUIT","RetailOps-Production"
"23654b90-4480-44c0-81f9-ae7cba1c2acd","311-HOYTOCHE	","RetailOps-Production"
"243e20e3-b755-405c-8417-3d0247c350df","614-Parkplus","RetailOps-Production"
"25c92f74-9b9e-4d10-983a-3c26f4a34d54","101-BHARVITA-AJIO","RetailOps-Production"
"26771ef2-289e-4f45-9230-b8e22b62f79c","150-ZOMBOM","RetailOps-Production"
"27bc64e8-d697-4a67-a295-3eef1bac69c5","198-GUFRINA","RetailOps-Production"
"28c9888e-08f1-4962-84ff-4c69482eae9e","173-DEEMOON","RetailOps-Production"
"299a1ea8-e45a-45bc-9ffe-f5091be1fe6f","854-Beloxy","RetailOps-Production"
"29ee99ae-8da1-4783-990e-4e44492303f3","603-V3 Enterprise","RetailOps-Production"
"2a3afc00-2a93-4ff5-a5d3-466ad5c6451b","723-ARABS","RetailOps-Production"
"2a6ff9e5-7d9b-4b4f-ad53-1e475c3300bd","124-SFT","RetailOps-Production"
"2adc9cc1-6cb1-4bc7-9d18-1eaf8b5eaa10","AJ10-HEMADHAV","RetailOps-Production"
"2b79a6bd-3afc-418a-aef1-cabd6454e393","AJ235-HER HAUS","RetailOps-Production"
"2c36136e-a28e-4cd3-8ddc-f37096ff568f","223-MADHUHANSH","RetailOps-Production"
"2d78d8a2-10aa-41df-80c4-fc34205bad1f","269-DISINVENT","RetailOps-Production"
"2fc60997-8f55-4879-8bf5-e251bdd3f423","Retail-Ops-production _Copy","RetailOps-Production"
"30b9f9b3-f633-407e-a051-4da813ee7545","310-JS CLOTHING MART","RetailOps-Production"
"30dd417b-4f21-42b1-bbc1-c64d88f3917c","268-MARGI DESIGNERS","RetailOps-Production"
"36139ffb-0003-4a28-a4df-d2509c868363","221-BELLSTONE","RetailOps-Production"
"36c73c1b-7dc5-43a7-9245-4f26d42ac4c6","AJ225-FUNCKY RICH","RetailOps-Production"
"3817f431-ab00-4cf8-9ca1-f8bc57f0a9f1","309-KIDMORA","RetailOps-Production"
"39155237-8a17-4f1b-854b-bebbf350251d","AJ281-MUNIR","RetailOps-Production"
"3eb44607-96fe-4d94-9e67-565c2045c1fc","AJ268-SOORPRIYA","RetailOps-Production"
"3f06e5d1-8f6b-4871-870c-10e98deffa46","286-URBANOX","RetailOps-Production"
"3f1240e4-55af-4e79-8aec-14377d92fc11","322-AESTHEOS","RetailOps-Production"
"3fdb3c77-df02-4cb5-b0cd-e35c3a45bbb9","190-MACSIVO","RetailOps-Production"
"43c761c0-b97f-47f0-99e8-a958c678fdec","741-Beloxy","RetailOps-Production"
"43d7fb02-3fa8-434e-8202-321a214af3e4","237-RENVAANI FASHION","RetailOps-Production"
"43e6bbcb-882c-4c72-926e-9e3cacbc98eb","846-BuyerZone","RetailOps-Production"
"44d65672-8298-4a5c-9b48-4b5ac3d4f233","318-BLUEZEE","RetailOps-Production"
"470f1574-b95d-482d-bbb2-207ade1b07b3","300-FLOURIOUS","RetailOps-Production"
"4735372d-bdf8-4b87-89de-f452c954c0f7","117-FABRICON","RetailOps-Production"
"489d0929-eb6e-4b6a-ac42-8b9622f11e56","280-VOROXY","RetailOps-Production"
"48f7a935-4008-4269-b4e3-20aff216ed4c","283-La Bento","RetailOps-Production"
"4a16371a-fa59-4120-a2fb-6e129cd377af","AJ14-Adina Claim Comfort","RetailOps-Production"
"4a527215-cb10-4c9e-9557-6e59ae3b771b","233-VJ FASHION","RetailOps-Production"
"4a5e9218-7f4a-4636-b682-012ccbbf1b7c","327-QUMLEEI","RetailOps-Production"
"4b39641b-8d85-4f8b-a053-f1550933b5fd","293-MORE N MORE TRENDZ","RetailOps-Production"
"4b743239-2c0c-4c79-9a66-c45c4e6ba704","AJ201-MAHALLYA Simply elegant","RetailOps-Production"
"4bb5c858-3e1d-461d-a1e9-473816b5f84e","262-4FLIES","RetailOps-Production"
"4d352bc8-32df-41ed-9f65-a275c2e5fbdf","630-Beloxy","RetailOps-Production"
"4f7eec28-cffa-4433-9638-ef6f7c683890","AJ17-Lonexo","RetailOps-Production"
"51f9ad2a-34ba-4a68-b06a-4e351d8bc7b5","328-RBNX SPORTS","RetailOps-Production"
"52444bcf-ded9-48db-b3ba-65e272fc77cd","248-KESHAV SRUSHTI","RetailOps-Production"
"53af5374-c2e2-47c9-90b6-30284f5f3f53","279-ALMAARI FASHION","RetailOps-Production"
"548cc87d-e8c9-42c5-a50a-c05ba563fcc9","215-KESUDI","RetailOps-Production"
"54d0bc93-a2f5-4f16-a208-63a6d673dd22","296-eightone","RetailOps-Production"
"555ab9e6-ff67-4940-bc60-2924f4af5d27","254-FIFTH U","RetailOps-Production"
"555b3691-f581-41ce-807e-62ed9c959fd1","805-V3 Enterprise","RetailOps-Production"
"5805f6ba-368f-44b1-9c90-7d01249d9b88","196-FELIX","RetailOps-Production"
"58f1c11c-21cf-47fb-b7ef-f101b8973cd8","AJ304-Sirhon","RetailOps-Production"
"5927e4a5-17bc-437e-87d3-64bd544e0a6d","260-ANTIQA","RetailOps-Production"
"5998e307-f72f-4772-8fce-aa76783ffd70","307-RODZEN ACTIVE","RetailOps-Production"
"5ae9480e-0aa7-47cf-ae84-d3abdf34087b","226-FIBERMILL","RetailOps-Production"
"5c952ab6-75ff-4bbd-8b4d-7f49d8fe48b2","AJ265-VASTRAVATIKA","RetailOps-Production"
"5d7abe37-980d-4c1c-a232-71f8fc90853d","274-MINIUS","RetailOps-Production"
"5e840f1d-e2df-4ab5-a106-0852a6fca266","246-JASHUDI","RetailOps-Production"
"604dc13a-948f-4858-907e-89be18f6984c","171-DEKLOOK","RetailOps-Production"
"61ebbad0-3966-40c9-95d0-77416773ba4d","604-VIVATRA","RetailOps-Production"
"63176ee2-81c2-4051-b2cd-14362479a597","AJ7-JYESHTA","RetailOps-Production"
"644797cb-5774-e5e9-8d04-10c7be4e166d","Buy JAAEZAH Women Printed Straight Kurta Set | XXL Blue Online | Ajio.com","RetailOps-Production"
"663f5b9b-d8aa-4301-b6a5-e5eb5d591372","AJ233-Ki2 FASHION","RetailOps-Production"
"6819d023-d555-472b-8274-b0852d5a8b0b","199-RIEKA","RetailOps-Production"
"69a61044-f999-4235-b024-6dab0f546c67","AJ303-Jaaezah","RetailOps-Production"
"6a61c134-b515-4a8d-a01d-94776b853de0","249-ZAALIMA FASHION","RetailOps-Production"
"6b1bc03b-3367-4328-a8ab-1d29b8b0e5f1","AJ198-Lirit","RetailOps-Production"
"6e766a44-915f-4145-8204-e931045ef705","301-DREAM ROYAL","RetailOps-Production"
"6e779709-af2c-48a8-b9f4-35e821c83452","AJ311-HOYTOCHE","RetailOps-Production"
"6ef31297-c8c8-4145-b617-a964dfe1ef2b","509-Easysell Apparel - Private Brand","RetailOps-Production"
"6f8fa4aa-ebaa-4f4d-9c3d-0b8587afa38a","324-New Chapter Clothing","RetailOps-Production"
"72726bd6-dbfa-4894-b3b7-e988aa2f55e9","152-ANGEL F STUDIO","RetailOps-Production"
"7369d2d2-5adc-4d88-92ab-8c1ea1438dcf","726-BASKETY","RetailOps-Production"
"7426195e-1e67-4cc9-9254-f484343c2867","AJ245-Classy Fashion","RetailOps-Production"
"74302560-2ff2-48d9-9d94-2b0b398bd8dc","AJ2-SOLIXON","RetailOps-Production"
"75310e1a-b921-4950-be15-7afc6e6e0bfd","AJ237-RENVAANI FASHION","RetailOps-Production"
"7648aebc-2ca4-4ad2-977c-a13eedbe977a","181-REBELIFY","RetailOps-Production"
"7693b688-e297-49b3-a934-dcd4a6323833","101-BHARVITA","RetailOps-Production"
"773b6ec5-163d-45b0-85f8-c0cee917c953","740-Fit N Forget","RetailOps-Production"
"786a058f-7f30-48d7-932a-671f6971f660","110-ROYALICA FASHION","RetailOps-Production"
"7a4a402f-e6bf-4294-a623-3a51bdf1b512"," AJ20-Divra Clothing","RetailOps-Production"
"7a5b8e16-2ef0-483a-97d8-b62314fe95b4","172-VIMLA PRINTS","RetailOps-Production"
"7b5ecfa1-f5c3-49b8-b88a-17d07e4a4056","169-VAIRAGEE","RetailOps-Production"
"7b959898-571a-4618-b125-38ea4f5e6270","811-Vivatra","RetailOps-Production"
"7bc3687c-c7eb-4859-928f-7c8a29fff58e","AJ8-Peach Piper","RetailOps-Production"
"7bf6684d-799d-430b-a41a-5f5540427a40","306-MAFAZ STORE","RetailOps-Production"
"7c46779d-de70-4dbd-960d-0bcedb95f5cd","218-EMBLIKA","RetailOps-Production"
"7c473d68-0225-4367-b739-8308b9b30eff","851-Dhwani Enterprise","RetailOps-Production"
"7eb039a6-b558-4efc-a483-94db690ea229","120-NAVLIK","RetailOps-Production"
"84fff80c-9f5d-4d5b-b408-231d0d3393ff","AJ11-New Ethnic 4 You","RetailOps-Production"
"852aa02f-e37b-4b3d-9ce0-c84069ca7023","247-VIKITA ENTERPRISE","RetailOps-Production"
"855be5c1-2eaa-4816-8f2a-06443c4c1d2f","AJ275-UNIQUE MOMENTS","RetailOps-Production"
"86f44331-e567-4bcd-9d1a-6485ec7d4166","303-Jaaezah","RetailOps-Production"
"8785f2fe-092f-493e-9d05-2c2c8a62980b","712-SWABS","RetailOps-Production"
"88a5f824-9ee5-4f45-a669-73c627bfefd9","149-FINIVO FASHION","RetailOps-Production"
"89826c7a-16c5-4606-82ed-84e3079e917c","510-FREESPRITE","RetailOps-Production"
"8a27ed04-9e8f-41dd-98e7-1163963d4bc4","AJ285-ECOLEAF","RetailOps-Production"
"8bb5369e-1974-4be9-baae-4bd41510d4c8","265-TWINLIGHT","RetailOps-Production"
"8c0aa3aa-67a4-44e9-bf03-421184fe808b","618-Kesi Ornaments","RetailOps-Production"
"8ceb2f46-287b-6a4e-e7d2-8fbc7542dfd1","Retail-Ops-production ","RetailOps-Production"
"8dadb4d8-75fc-415d-87d5-98d015377f66","144-KROYWEN","RetailOps-Production"
"92077e8c-3017-4172-a378-b3161d9cace6","157-DEELMO","RetailOps-Production"
"921d5674-0a3d-4f3a-ba4e-f93c645eec91","139-INDOPRIMO","RetailOps-Production"
"92c5d0ad-9e85-4cc6-a439-1798d72ed983","257-MiraMichi","RetailOps-Production"
"93267b60-7c8a-4d3a-9c3e-9b32edf26a67","AJ15-PRANJAL","RetailOps-Production"
"94e5c698-5c4c-458d-bf9d-2044bf23a3e8","AJ9-MADHAVISTA","RetailOps-Production"
"98cb1d2f-3256-4b40-ae6a-1ab1816dc911","511-TIGER FIT","RetailOps-Production"
"992c2b8b-4143-4362-b4d5-160cb595d711","504-SHIRT-NAIXA","RetailOps-Production"
"99346912-dd85-4b65-a230-8b571b3436d9","266-Navyankaa","RetailOps-Production"
"99430aef-bd77-475d-9b45-10c74ac65ebf","250-PAMBERSTONE","RetailOps-Production"
"9a399dc3-e9df-49b6-b07d-1eb27fc7731b","321-MODIVAA","RetailOps-Production"
"9c2231f4-7ae4-46b7-8a37-e8b221b1c056","288-PURVIDHA","RetailOps-Production"
"9cb74617-3489-43b7-bedb-8499a5820db4","713-VIVATRA","RetailOps-Production"
"9fbfc229-f9a2-4c36-b509-5fc558e4bed3","809-New Ware","RetailOps-Production"
"a3fd15ec-4ade-46be-9a1e-1a7cf57d5f2d","163-BLOOD PANTHER","RetailOps-Production"
"a43d1f89-7dcd-4325-9a87-d4fe5bc82c4c","AJ261-EVANIA","RetailOps-Production"
"a51a90df-7dd8-44d8-b2e8-00029e30f4c5","AJ249-UDBHAV EXPORT","RetailOps-Production"
"a95cbb33-9724-4f83-a1f3-ddab1cea1244","AJ23-Uniform Unicorn","RetailOps-Production"
"a98ef20a-b0f0-4a77-8f2a-9cf5db48b8fb","628-Spatlus","RetailOps-Production"
"aa05f7aa-7812-45cf-94a5-912651022c90","302-SINO STAR ENTERPRISE","RetailOps-Production"
"ab87c9af-28e4-4de7-a704-accc1a6954c0","317-VEDSTRI","RetailOps-Production"
"abf4b05f-ded5-48a4-912a-066d992ef87c","170-EKASYA","RetailOps-Production"
"acb66b7d-fec6-4ffa-bf22-4836dee38962","239-QUEEN ELLIE","RetailOps-Production"
"ad5955ba-a6a4-4d02-a821-1e9ed8790804","AJ262-4F 4 FLIES","RetailOps-Production"
"ade6c753-65fa-4682-88bf-657077b1d45b","290-NEXA FLAIR","RetailOps-Production"
"adf837ba-37db-4919-bb56-af5476846027","222-PARALIANS","RetailOps-Production"
"ae5e9ccd-f660-48f1-9d68-b7104b094f58","177-DHYEY FASHION","RetailOps-Production"
"afa727df-d589-4ffa-bca3-42868cd0244e","AJ22-KOMZ","RetailOps-Production"
"b08ea26f-8f45-49d1-93e1-75e32227ccff","330-CURIE APPARELS","RetailOps-Production"
"b1dbb704-90ca-4ddf-8b03-bcfce2485cb0","200-EXUDESTYLE","RetailOps-Production"
"b2fa5be7-20d7-4933-9930-676d946020bb","142-LAXMIPATI SAREES","RetailOps-Production"
"b4145c69-3b0e-4f19-8bbd-f2b220403358","843-Ameedarshan","RetailOps-Production"
"b5607097-1509-4f81-b99d-5fd882a15972","125-DIVINE INTERNATIONAL TRADING CO","RetailOps-Production"
"b656f52d-aba9-4b3f-b832-67714142e75c","281-MUNIR","RetailOps-Production"
"b7444dcf-3fbe-4b69-aba7-08f0e39ebb7c","217-BALAKAM","RetailOps-Production"
"b7b1e638-b525-4319-8f4b-58f4b76ebf4e","264-FRATONA","RetailOps-Production"
"b83c77a8-8d9b-49f8-940f-5fb5e3cc57d7","AJ171-SHATOGUN","RetailOps-Production"
"b86712e3-2d90-4805-8a1c-c492b40436de","201-KRISHIFAB","RetailOps-Production"
"b8ff0679-04bc-479a-b6b1-f4af4c3f3983","706-D'MAK","RetailOps-Production"
"b907b4e3-e2f3-458e-b848-d340ff224f32","235-LONDON BELLY","RetailOps-Production"
"bdf191a3-1ba6-4a37-88de-fca850f704ad","308-AASTHA PRINTS","RetailOps-Production"
"bdfccf78-d2cd-42bc-94d5-00555a1956b3","AJ20-Divra Clothing","RetailOps-Production"
"bf57ef69-4067-49bc-97d3-061c2c36f0dc","AJ295-ZAIERRA","RetailOps-Production"
"bfef1d73-b4c6-49d1-b248-30cd5e3635ea","285-AKSHADEEP","RetailOps-Production"
"c054d1ff-1ae3-4209-a660-6121571c00ba","315-G-7 Leather House","RetailOps-Production"
"c3ddcd74-cda8-47c0-9f31-023cb5ac546b","297-JIHU CULTURE","RetailOps-Production"
"c46c2e44-ed51-49bc-8b45-9cd42c48fbd7","197-MEMORE","RetailOps-Production"
"c7bdb803-bfb7-4ebb-955d-65db2c2260de","602-GOGO Shoppers","RetailOps-Production"
"c841ff69-8ac2-473f-b6d5-675df10ff0f1","127-MORE & MORE","RetailOps-Production"
"c8583e37-ca0a-463f-a6b0-a51bb220a832","227-MILDIN","RetailOps-Production"
"c8f57719-d0fe-4751-8760-a638b8912c55","189-ROYALSCOUT","RetailOps-Production"
"ca31170f-bdb3-443f-a2a5-4cbdd5cbeb2e","271-MYLI FASHION","RetailOps-Production"
"ca450bb1-c836-4115-915e-18a2a2d8396f","291-WOMEN ELEGENCE","RetailOps-Production"
"ca8ef7a1-b8b9-40a4-b5ed-c735ef397ee4","138-SATPURUSH","RetailOps-Production"
"caca3783-479d-45db-b16c-4c9dbaf8dcc7","320-DAPPER FIELD","RetailOps-Production"
"cb321185-97f9-4a1a-ac23-9ab820f7d1f8","121-VARDHA","RetailOps-Production"
"cb763e1d-67f8-4a95-89dd-ea5cc31ad5a2","273-SHEWIN","RetailOps-Production"
"cc322fe5-ce56-45f4-91d2-12f4bc0af810","275-UNIQUE MOMENTS","RetailOps-Production"
"cf5c2aaa-680b-4016-b7e1-621dbc9e280f","202-ADINA CLAIM COMFORT","RetailOps-Production"
"cf9b4eed-09bd-44a0-9b06-bb3f737bb417","629-Fit N Forget","RetailOps-Production"
"d24914e1-7ed0-4815-948d-2aa35a2bb175","313-CR7 Cristiano Ronaldo","RetailOps-Production"
"d330bf9a-4636-42f1-8bd0-da8c551f7ea6","AJ24-Deelmo","RetailOps-Production"
"d48a038f-1b6d-4151-832c-e16a85307285","238-DHRUVA SALES","RetailOps-Production"
"d4c5b350-401a-42ea-9d9a-cae782c77f78","329-ANGHAN BROTHERS","RetailOps-Production"
"d551cf01-528d-ca79-12ad-75743d0b2b06","AJIO","RetailOps-Production"
"d57d3812-707b-4ff8-ba36-7e25807511e9","312-DHRUVIL IMPEX","RetailOps-Production"
"d7067a5b-8445-4b3e-9460-6697cdeb0919","230-JYESHTA","RetailOps-Production"
"d9427a04-326f-4276-b439-cf4b4e027a9a","844-Air-O-Matic","RetailOps-Production"
"d9c96b9b-e1f8-498e-95d3-3c090d1dd662","284-ESTELA","RetailOps-Production"
"da920952-b44f-4afc-9a08-809d1c0263e5","626-Baskety","RetailOps-Production"
"de108a95-af00-4ee2-ac33-89e56602ca03","270-SAAHMRIGA","RetailOps-Production"
"de40c092-1fd4-43cf-866c-b281e441b384","206-BROWN CULTURE","RetailOps-Production"
"df8d81a9-8932-4295-bec6-222aee67f9ed","165-ALISBA","RetailOps-Production"
"e04efd2d-b818-487b-ad94-6956f12a68f6","259-SHRITHI FASHION FAB","RetailOps-Production"
"e1223090-8bbf-4643-a5ed-3a1ac2d5e5d3","204-QMQ","RetailOps-Production"
"e2ebd765-3b33-4b98-8f7a-302a4789c19c","AJ274-KILI FASHION","RetailOps-Production"
"e3915ec1-487a-411a-bb1e-35a41f291169","AJ273-SHEWIN","RetailOps-Production"
"e424ad4c-cfe5-4242-b87d-fbd2cac85abe","734-Ginoya Brothers","RetailOps-Production"
"e4474cd4-409d-47dd-a2f8-5422f51a5c7c","126-FOXDX","RetailOps-Production"
"e4ac6bc4-af74-4910-a079-4844af040d9c","287-LAMBOO","RetailOps-Production"
"e5dd0637-984e-4c6f-b57a-7a05b1d71f12","326-AURIVA","RetailOps-Production"
"e6346efa-6a9c-4998-b01e-0b8b13b3ab68","AJ222-ZIMIST","RetailOps-Production"
"e6b972e5-e461-412c-a519-841be2401742","Deemoon","RetailOps-Production"
"e761eb51-92c7-4cb7-8a66-42f9e5dc84a0","AJ188-MAHEBO","RetailOps-Production"
"e8cc745b-4118-43f0-94ba-58e9b4724ddf","205-GOROLY","RetailOps-Production"
"e933e825-7ac4-42f8-99cd-4e846ae2ccda","228-DREAM CRUSHERS","RetailOps-Production"
"ea4025db-7ac1-4050-b38b-3fde93abf3ff","292-MADHAVISTA","RetailOps-Production"
"ea6ee43a-ad53-4166-bd35-1893cf515229","188-MAHEBO","RetailOps-Production"
"ebbda7ff-ae2c-49c2-b829-834a0cd86eb9","804-Gogo Shoppers","RetailOps-Production"
"ecef9338-f49d-42b7-bf5b-b23229257d25","299-Aadhirajan","RetailOps-Production"
"ef33db64-8c8e-4e41-af06-ffa3e974ab64","AJ228-Dream Crusher","RetailOps-Production"
"efe373c1-cf94-402d-93ca-bdfea86d6b7e","AJ260-ANTIQA","RetailOps-Production"
"f0ef5ede-b22d-4cb3-8864-cff33f748c4c","166-A-CINOS","RetailOps-Production"
"f222bff0-2b8f-4410-b9a0-cf85e88edb36","276-DAKSHKANYA","RetailOps-Production"
"f4fa9616-6c0d-4d0a-a676-cea03a844ef1","178-COLEBROOK","RetailOps-Production"
"f5080363-1d51-4339-992e-c03687064fc5","128-BAGHADBILLO","RetailOps-Production"
"f54a962d-73fd-432a-b774-8a0ed5e0511e","716-Luximal","RetailOps-Production"
"f5ea7407-dfb3-42f9-a07f-23f70c9566fa","156-ZARTHA","RetailOps-Production"
"f763c09e-ee15-41e7-8b73-bb88b6b7f984","304-SIRHON","RetailOps-Production"
"f7e55173-0563-419f-a41b-3fc2d57ca5d8","182-KADIYU","RetailOps-Production"
"f84a0ba8-aebf-48b1-8c60-841c56559825","183-SPINIFY","RetailOps-Production"
"f8637bb9-64da-4e62-8a5c-23e692fc65ce","AJ258-Happy Khajana","RetailOps-Production"
"f865940d-288f-4fee-8a18-387eb71a2c03","252-FLAPFIT","RetailOps-Production"
"f99adebf-343d-4825-b801-81d783e9a371","263-SANGANEE FASHION","RetailOps-Production"
"fa6b1440-4782-4783-b999-4b26b826bff7","256-BABIRUSA","RetailOps-Production"
"fb6cbf62-2905-4620-ac27-26cc7d8e4933","827-ParkPlus","RetailOps-Production"
"ff645fde-a4ea-4a61-91ed-d7bef5f5f4a6","AJ16-Rebelify","RetailOps-Production"